transaction_id,city,date,card_type,exp_type,gender,amount
1916,Ahmedabad,2014-04-11,Signature,Grocery,F,45973.0
1917,Delhi,2014-02-21,Signature,Entertainment,M,9826.0
1918,Delhi,2014-12-14,Gold,Fuel,M,116038.0
1919,Bengaluru,2014-07-17,Silver,Food,M,37990.0
1920,Bengaluru,2014-07-05,Signature,Fuel,M,148640.0
1921,Delhi,2014-09-07,Signature,Grocery,M,93211.0
1922,Greater Mumbai,2014-09-15,Gold,Grocery,M,189377.0
1923,Greater Mumbai,2014-11-21,Signature,Grocery,M,272613.0
1924,Ahmedabad,2015-02-08,Gold,Fuel,M,271468.0
1925,Bengaluru,2014-10-12,Signature,Bills,F,114597.0
1926,Greater Mumbai,2014-09-30,Gold,Bills,F,134012.0
1927,Delhi,2014-08-12,Platinum,Entertainment,M,77702.0
1928,Greater Mumbai,2014-07-28,Gold,Entertainment,F,184919.0
1929,Ahmedabad,2013-10-23,Gold,Grocery,M,132728.0
1930,Bengaluru,2014-04-13,Gold,Entertainment,M,191998.0
1931,Ahmedabad,2014-06-21,Platinum,Food,F,43660.0
1932,Ahmedabad,2014-04-21,Silver,Bills,F,245472.0
1933,Greater Mumbai,2014-07-02,Signature,Food,F,32526.0
1934,Ahmedabad,2014-06-12,Platinum,Grocery,M,255886.0
1935,Bengaluru,2014-04-23,Silver,Bills,M,275115.0
1936,Greater Mumbai,2015-04-15,Signature,Fuel,F,60600.0
1937,Greater Mumbai,2015-01-05,Signature,Entertainment,F,232106.0
1938,Ahmedabad,2014-09-08,Gold,Bills,M,87968.0
1939,Greater Mumbai,2014-02-13,Gold,Entertainment,F,209036.0
1940,Ahmedabad,2014-04-11,Signature,Food,F,72029.0
1941,Delhi,2014-03-29,Silver,Fuel,M,30121.0
1942,Delhi,2014-09-03,Gold,Entertainment,F,106068.0
1943,Delhi,2015-04-18,Silver,Grocery,F,37213.0
1944,Delhi,2014-03-04,Silver,Food,M,138471.0
1945,Delhi,2014-06-12,Gold,Fuel,M,124954.0
1946,Delhi,2013-12-28,Signature,Fuel,M,245807.0
1947,Delhi,2014-06-26,Gold,Grocery,F,156342.0
1948,Greater Mumbai,2015-05-02,Gold,Food,F,120497.0
1949,Greater Mumbai,2015-04-10,Signature,Grocery,F,202136.0
1950,Delhi,2015-02-03,Signature,Entertainment,F,143796.0
1951,Bengaluru,2013-12-04,Signature,Grocery,F,238716.0
1952,Delhi,2014-06-09,Platinum,Food,M,246027.0
1953,Ahmedabad,2014-02-03,Platinum,Fuel,F,169645.0
1954,Greater Mumbai,2014-09-07,Silver,Food,F,193714.0
1955,Ahmedabad,2014-06-21,Gold,Entertainment,M,131871.0
1956,Ahmedabad,2015-03-02,Signature,Food,M,136721.0
1957,Bengaluru,2013-11-22,Signature,Entertainment,M,150542.0
1958,Bengaluru,2015-03-10,Gold,Entertainment,F,75954.0
1959,Ahmedabad,2015-01-06,Gold,Grocery,F,114537.0
1960,Greater Mumbai,2015-03-26,Signature,Grocery,M,6600.0
1961,Ahmedabad,2014-10-23,Signature,Entertainment,F,75183.0
1962,Bengaluru,2014-05-31,Platinum,Bills,M,191863.0
1963,Bengaluru,2014-09-02,Gold,Entertainment,M,67947.0
1964,Delhi,2014-12-18,Platinum,Bills,M,189288.0
1965,Delhi,2014-03-10,Gold,Fuel,F,7701.0
1966,Ahmedabad,2014-11-27,Signature,Grocery,F,120429.0
1967,Greater Mumbai,2014-10-05,Signature,Food,M,60775.0
1968,Delhi,2014-04-16,Platinum,Food,M,278407.0
1969,Bengaluru,2014-11-24,Gold,Food,F,107611.0
1970,Bengaluru,2014-08-01,Platinum,Food,F,286318.0
1971,Delhi,2015-05-15,Signature,Grocery,M,221573.0
1972,Ahmedabad,2014-07-25,Signature,Entertainment,F,158348.0
1973,Delhi,2014-11-10,Signature,Grocery,F,146706.0
1974,Bengaluru,2013-10-20,Platinum,Entertainment,M,239791.0
1975,Bengaluru,2014-09-29,Gold,Fuel,M,285181.0
1976,Greater Mumbai,2015-04-15,Platinum,Grocery,F,243956.0
1977,Delhi,2014-01-26,Silver,Bills,M,7752.0
1978,Greater Mumbai,2014-07-21,Silver,Grocery,M,43841.0
1979,Greater Mumbai,2015-01-02,Gold,Entertainment,F,36969.0
1980,Greater Mumbai,2015-05-06,Signature,Entertainment,M,256127.0
1981,Greater Mumbai,2014-12-07,Gold,Food,F,141751.0
1982,Delhi,2014-10-07,Silver,Food,F,276882.0
1983,Ahmedabad,2014-01-14,Gold,Grocery,M,214328.0
1984,Ahmedabad,2014-10-28,Platinum,Grocery,M,198217.0
1985,Greater Mumbai,2014-08-19,Silver,Entertainment,M,138031.0
1986,Greater Mumbai,2015-02-05,Silver,Entertainment,F,97300.0
1987,Ahmedabad,2014-12-07,Silver,Fuel,F,187540.0
1988,Delhi,2014-05-18,Platinum,Fuel,M,279596.0
1989,Ahmedabad,2014-08-24,Silver,Entertainment,F,229697.0
1990,Delhi,2013-12-29,Silver,Food,M,10856.0
1991,Greater Mumbai,2014-11-13,Signature,Entertainment,M,213779.0
1992,Ahmedabad,2014-06-26,Signature,Grocery,F,108011.0
1993,Delhi,2014-11-21,Gold,Food,F,32747.0
1994,Greater Mumbai,2014-02-09,Platinum,Bills,F,250535.0
1995,Delhi,2014-05-05,Platinum,Fuel,F,178596.0
1996,Delhi,2014-10-16,Signature,Bills,M,115215.0
1997,Greater Mumbai,2014-02-26,Signature,Food,M,257691.0
1998,Greater Mumbai,2015-01-16,Silver,Entertainment,F,285761.0
1999,Delhi,2014-08-03,Silver,Grocery,F,72675.0
2000,Greater Mumbai,2014-11-26,Signature,Fuel,F,236901.0
2001,Delhi,2015-04-13,Signature,Food,M,72927.0
2002,Delhi,2015-03-28,Silver,Fuel,F,218711.0
2003,Bengaluru,2014-12-21,Signature,Fuel,F,160730.0
2004,Ahmedabad,2014-12-30,Signature,Grocery,M,270192.0
2005,Delhi,2015-02-01,Platinum,Entertainment,M,107912.0
2006,Delhi,2015-04-28,Gold,Grocery,M,166222.0
2007,Delhi,2014-01-14,Signature,Bills,F,45788.0
2008,Bengaluru,2013-11-01,Silver,Grocery,M,229005.0
2009,Bengaluru,2015-01-08,Gold,Bills,M,138582.0
2010,Delhi,2014-02-28,Gold,Entertainment,F,50087.0
2011,Greater Mumbai,2014-06-22,Signature,Entertainment,M,55879.0
2012,Bengaluru,2014-05-03,Signature,Grocery,M,151571.0
2013,Greater Mumbai,2014-02-08,Silver,Entertainment,M,219381.0
2014,Ahmedabad,2014-03-30,Platinum,Grocery,M,50713.0
2015,Bengaluru,2014-02-13,Signature,Fuel,F,233766.0
2016,Bengaluru,2014-08-13,Signature,Bills,M,147202.0
2017,Delhi,2014-03-15,Platinum,Food,M,237522.0
2018,Bengaluru,2015-02-07,Signature,Bills,M,231889.0
2019,Ahmedabad,2015-03-03,Platinum,Entertainment,F,289903.0
2020,Bengaluru,2014-02-22,Gold,Bills,M,23377.0
2021,Bengaluru,2014-07-19,Silver,Fuel,F,276977.0
2022,Ahmedabad,2014-04-04,Platinum,Bills,F,11881.0
2023,Bengaluru,2015-03-21,Gold,Fuel,F,182276.0
2024,Ahmedabad,2014-11-30,Signature,Grocery,M,15049.0
2025,Greater Mumbai,2014-10-20,Platinum,Grocery,M,237952.0
2026,Bengaluru,2013-10-26,Platinum,Grocery,M,226207.0
2027,Bengaluru,2015-02-19,Silver,Fuel,F,271056.0
2028,Greater Mumbai,2014-11-05,Signature,Fuel,M,85084.0
2029,Bengaluru,2013-10-12,Silver,Fuel,F,259266.0
2030,Greater Mumbai,2014-04-14,Silver,Fuel,F,142703.0
2031,Greater Mumbai,2015-05-22,Signature,Fuel,M,94093.0
2032,Ahmedabad,2014-08-31,Platinum,Fuel,F,128467.0
2033,Ahmedabad,2014-01-30,Gold,Fuel,F,160469.0
2034,Greater Mumbai,2014-12-06,Gold,Fuel,F,219367.0
2035,Delhi,2015-03-08,Gold,Fuel,M,158773.0
2036,Delhi,2014-05-19,Gold,Fuel,M,285354.0
2037,Delhi,2013-10-10,Signature,Fuel,M,64589.0
2038,Bengaluru,2014-01-16,Silver,Fuel,M,77172.0
2039,Greater Mumbai,2014-05-20,Silver,Fuel,F,153062.0
2040,Greater Mumbai,2014-10-16,Platinum,Fuel,M,245085.0
2041,Greater Mumbai,2014-09-17,Silver,Fuel,M,292356.0
2042,Bengaluru,2014-10-04,Platinum,Fuel,M,214674.0
2043,Greater Mumbai,2015-01-19,Gold,Fuel,M,275046.0
2044,Bengaluru,2015-05-22,Gold,Fuel,M,182205.0
2045,Greater Mumbai,2015-02-07,Silver,Fuel,M,274570.0
2046,Greater Mumbai,2014-07-06,Silver,Fuel,M,250008.0
2047,Ahmedabad,2014-01-09,Signature,Fuel,F,210837.0
2048,Greater Mumbai,2014-04-23,Platinum,Fuel,M,223093.0
2049,Ahmedabad,2013-10-09,Gold,Fuel,M,112553.0
2050,Bengaluru,2014-05-29,Signature,Fuel,F,261691.0
2051,Bengaluru,2014-01-16,Silver,Fuel,F,282412.0
2052,Ahmedabad,2014-09-12,Platinum,Fuel,M,295574.0
2053,Bengaluru,2014-07-05,Gold,Fuel,M,79779.0
2054,Bengaluru,2014-05-10,Signature,Fuel,F,285055.0
2055,Delhi,2014-11-15,Platinum,Fuel,F,71244.0
2056,Bengaluru,2014-04-24,Signature,Fuel,F,21258.0
2057,Greater Mumbai,2014-01-06,Platinum,Fuel,F,142698.0
2058,Greater Mumbai,2013-11-03,Silver,Fuel,F,22261.0
2059,Bengaluru,2015-04-19,Gold,Fuel,M,267598.0
2060,Delhi,2015-03-12,Silver,Fuel,F,131304.0
2061,Bengaluru,2014-07-16,Silver,Fuel,M,25782.0
2062,Delhi,2014-09-26,Silver,Fuel,M,117224.0
2063,Delhi,2013-12-13,Signature,Fuel,F,264078.0
2064,Delhi,2014-02-27,Silver,Fuel,F,275645.0
2065,Delhi,2015-01-22,Gold,Fuel,F,64296.0
2066,Greater Mumbai,2014-04-23,Silver,Fuel,F,280235.0
2067,Greater Mumbai,2014-09-08,Silver,Fuel,M,114887.0
2068,Ahmedabad,2014-01-10,Silver,Fuel,M,105717.0
2069,Greater Mumbai,2013-11-23,Gold,Fuel,F,107637.0
2070,Ahmedabad,2015-04-26,Silver,Fuel,M,233437.0
2071,Bengaluru,2014-08-22,Signature,Fuel,F,230105.0
2072,Delhi,2013-12-21,Silver,Fuel,M,181534.0
2073,Delhi,2015-01-21,Gold,Fuel,M,202766.0
2074,Ahmedabad,2015-01-12,Platinum,Fuel,F,213903.0
2075,Delhi,2013-12-29,Silver,Fuel,M,124007.0
2076,Ahmedabad,2014-12-18,Gold,Fuel,M,141174.0
2077,Ahmedabad,2014-07-29,Signature,Fuel,M,129443.0
2078,Delhi,2014-09-03,Platinum,Fuel,M,107395.0
2079,Delhi,2015-02-21,Signature,Fuel,M,8459.0
2080,Delhi,2014-03-08,Platinum,Fuel,F,30216.0
2081,Ahmedabad,2014-03-29,Platinum,Fuel,M,94854.0
2082,Delhi,2014-02-23,Signature,Fuel,F,244383.0
2083,Bengaluru,2014-11-10,Silver,Fuel,M,36293.0
2084,Delhi,2015-02-28,Silver,Fuel,F,255047.0
2085,Delhi,2014-09-18,Silver,Fuel,F,183943.0
2086,Bengaluru,2014-12-10,Gold,Fuel,F,28960.0
2087,Ahmedabad,2014-08-27,Silver,Fuel,M,211454.0
2088,Delhi,2014-06-13,Signature,Fuel,M,88738.0
2089,Bengaluru,2015-01-04,Gold,Fuel,F,216455.0
2090,Ahmedabad,2014-06-04,Platinum,Fuel,M,92549.0
2091,Ahmedabad,2014-07-27,Silver,Fuel,M,237517.0
2092,Greater Mumbai,2015-02-08,Gold,Fuel,M,119486.0
2093,Greater Mumbai,2015-04-02,Gold,Fuel,F,79020.0
2094,Delhi,2014-07-28,Silver,Fuel,F,152678.0
2095,Greater Mumbai,2014-05-27,Signature,Fuel,M,187434.0
2096,Delhi,2014-06-19,Platinum,Fuel,F,84144.0
2097,Delhi,2014-02-20,Gold,Fuel,M,261141.0
2098,Delhi,2014-12-25,Gold,Fuel,M,192278.0
2099,Greater Mumbai,2014-08-26,Gold,Fuel,F,84961.0
2100,Bengaluru,2014-06-29,Platinum,Fuel,M,58538.0
2101,Delhi,2015-04-18,Silver,Fuel,M,190441.0
2102,Delhi,2015-05-17,Silver,Fuel,M,64336.0
2103,Bengaluru,2014-12-30,Platinum,Fuel,F,256689.0
2104,Ahmedabad,2013-10-06,Gold,Fuel,M,265492.0
2105,Greater Mumbai,2014-04-18,Signature,Fuel,F,133831.0
2106,Delhi,2014-01-31,Gold,Fuel,F,165678.0
2107,Bengaluru,2014-01-15,Silver,Fuel,M,243442.0
2108,Greater Mumbai,2014-11-13,Gold,Fuel,F,3800.0
2109,Delhi,2014-01-01,Signature,Fuel,M,34803.0
2110,Bengaluru,2014-08-14,Silver,Fuel,F,262273.0
2111,Delhi,2014-12-27,Gold,Fuel,F,89986.0
2112,Delhi,2015-04-14,Gold,Fuel,M,98295.0
2113,Bengaluru,2013-10-19,Signature,Fuel,M,274621.0
2114,Delhi,2014-12-04,Silver,Fuel,F,288091.0
2115,Delhi,2014-03-15,Signature,Fuel,M,179615.0
2116,Ahmedabad,2014-08-16,Platinum,Fuel,M,38384.0
2117,Greater Mumbai,2013-11-24,Gold,Fuel,F,155666.0
2118,Delhi,2015-05-08,Silver,Fuel,F,163645.0
2119,Ahmedabad,2014-10-30,Silver,Fuel,F,20392.0
2120,Delhi,2013-11-30,Gold,Fuel,F,110960.0
2121,Greater Mumbai,2015-02-05,Signature,Fuel,F,59680.0
2122,Ahmedabad,2015-03-02,Silver,Fuel,F,30709.0
2123,Ahmedabad,2014-03-31,Silver,Fuel,M,28133.0
2124,Bengaluru,2014-06-18,Signature,Fuel,M,152071.0
2125,Greater Mumbai,2015-04-06,Platinum,Fuel,M,157787.0
2126,Delhi,2014-09-24,Platinum,Fuel,M,187180.0
2127,Ahmedabad,2015-03-02,Signature,Fuel,M,78844.0
2128,Bengaluru,2013-10-06,Signature,Fuel,F,149848.0
2129,Delhi,2014-04-25,Silver,Fuel,M,261525.0
2130,Delhi,2014-09-20,Signature,Fuel,F,82264.0
2131,Delhi,2014-01-17,Gold,Fuel,F,257445.0
2132,Ahmedabad,2014-07-02,Gold,Fuel,M,272529.0
2133,Bengaluru,2014-11-19,Silver,Fuel,M,122584.0
2134,Greater Mumbai,2015-01-18,Silver,Fuel,M,117920.0
2135,Bengaluru,2015-01-10,Silver,Fuel,M,228044.0
2136,Greater Mumbai,2015-05-16,Signature,Fuel,M,19567.0
2137,Greater Mumbai,2015-01-12,Gold,Fuel,M,267659.0
2138,Delhi,2014-12-17,Platinum,Fuel,M,178050.0
2139,Ahmedabad,2015-03-24,Silver,Fuel,M,106941.0
2140,Ahmedabad,2015-05-14,Silver,Fuel,M,286599.0
2141,Greater Mumbai,2014-10-25,Silver,Fuel,M,104693.0
2142,Bengaluru,2014-03-15,Signature,Fuel,F,287910.0
2143,Greater Mumbai,2014-11-25,Platinum,Fuel,F,111240.0
2144,Bengaluru,2015-02-22,Platinum,Fuel,M,24553.0
2145,Delhi,2014-06-15,Silver,Fuel,M,67276.0
2146,Delhi,2014-11-24,Signature,Fuel,M,5960.0
2147,Delhi,2014-09-30,Silver,Fuel,F,179731.0
2148,Bengaluru,2014-08-21,Silver,Fuel,F,175977.0
2149,Greater Mumbai,2014-09-20,Gold,Fuel,F,94851.0
2150,Delhi,2013-12-25,Platinum,Fuel,F,186168.0
2151,Greater Mumbai,2015-01-04,Signature,Fuel,M,163697.0
2152,Greater Mumbai,2014-04-22,Signature,Fuel,F,91217.0
2153,Ahmedabad,2014-01-04,Silver,Fuel,F,217799.0
2154,Delhi,2014-06-28,Silver,Fuel,M,143579.0
2155,Greater Mumbai,2015-02-24,Signature,Fuel,M,210351.0
2156,Bengaluru,2013-10-16,Gold,Fuel,F,134871.0
2157,Greater Mumbai,2014-08-03,Gold,Fuel,M,74624.0
2158,Delhi,2015-03-02,Signature,Fuel,M,212742.0
2159,Greater Mumbai,2014-12-25,Silver,Fuel,F,279685.0
2160,Delhi,2015-02-23,Signature,Fuel,M,59562.0
2161,Bengaluru,2014-10-24,Silver,Fuel,M,107067.0
2162,Greater Mumbai,2014-10-27,Platinum,Fuel,M,165869.0
2163,Delhi,2014-09-11,Signature,Fuel,M,249916.0
2164,Ahmedabad,2014-06-24,Gold,Fuel,F,137593.0
2165,Greater Mumbai,2014-02-10,Platinum,Fuel,F,117775.0
2166,Ahmedabad,2014-02-12,Silver,Fuel,F,7576.0
2167,Ahmedabad,2014-12-31,Gold,Fuel,M,288858.0
2168,Delhi,2015-04-07,Platinum,Fuel,F,197217.0
2169,Bengaluru,2015-01-11,Gold,Fuel,F,4002.0
2170,Delhi,2014-12-31,Silver,Fuel,M,66890.0
2171,Greater Mumbai,2014-07-11,Gold,Fuel,M,291816.0
2172,Ahmedabad,2014-01-07,Gold,Fuel,F,4774.0
2173,Ahmedabad,2015-01-04,Silver,Fuel,F,101280.0
2174,Greater Mumbai,2013-12-14,Silver,Fuel,M,294189.0
2175,Bengaluru,2014-04-14,Gold,Fuel,M,253515.0
2176,Delhi,2014-01-01,Signature,Fuel,F,195592.0
2177,Greater Mumbai,2014-08-24,Platinum,Fuel,F,160186.0
2178,Ahmedabad,2015-03-13,Gold,Fuel,M,246805.0
2179,Bengaluru,2015-05-24,Gold,Fuel,M,46310.0
2180,Delhi,2015-05-09,Silver,Fuel,F,275932.0
2181,Ahmedabad,2014-11-08,Signature,Fuel,M,170755.0
2182,Bengaluru,2014-01-28,Silver,Fuel,F,235548.0
2183,Greater Mumbai,2014-06-19,Platinum,Fuel,F,242352.0
2184,Ahmedabad,2013-11-12,Signature,Fuel,F,80172.0
2185,Ahmedabad,2014-10-08,Gold,Fuel,M,48462.0
2186,Bengaluru,2014-07-21,Platinum,Fuel,F,59273.0
2187,Greater Mumbai,2014-01-12,Platinum,Fuel,M,158015.0
2188,Delhi,2014-07-12,Gold,Fuel,M,9276.0
2189,Greater Mumbai,2014-02-07,Signature,Fuel,F,102106.0
2190,Ahmedabad,2013-10-26,Platinum,Fuel,M,236462.0
2191,Delhi,2014-01-24,Silver,Fuel,F,98924.0
2192,Ahmedabad,2014-03-09,Silver,Fuel,M,295374.0
2193,Bengaluru,2013-11-12,Signature,Fuel,F,107501.0
2194,Greater Mumbai,2014-08-26,Platinum,Fuel,M,169909.0
2195,Greater Mumbai,2014-03-10,Signature,Fuel,M,255816.0
2196,Delhi,2014-12-14,Silver,Fuel,F,34303.0
2197,Delhi,2013-10-08,Platinum,Fuel,M,293383.0
2198,Ahmedabad,2014-04-15,Gold,Fuel,M,152913.0
2199,Delhi,2013-12-13,Platinum,Fuel,F,84460.0
2200,Delhi,2014-04-02,Platinum,Fuel,M,118530.0
2201,Bengaluru,2014-01-24,Signature,Fuel,F,219439.0
2202,Ahmedabad,2014-07-28,Platinum,Fuel,F,261987.0
2203,Delhi,2014-01-10,Gold,Fuel,M,41785.0
2204,Delhi,2014-09-21,Signature,Fuel,F,23736.0
2205,Ahmedabad,2014-03-17,Gold,Fuel,F,26606.0
2206,Greater Mumbai,2014-08-31,Signature,Fuel,M,264377.0
2207,Delhi,2013-12-16,Gold,Fuel,M,51216.0
2208,Bengaluru,2014-06-01,Platinum,Fuel,M,162170.0
2209,Bengaluru,2013-10-07,Silver,Fuel,F,224526.0
2210,Greater Mumbai,2015-01-01,Platinum,Fuel,F,107350.0
2211,Greater Mumbai,2014-08-27,Platinum,Fuel,F,215768.0
2212,Ahmedabad,2014-06-06,Silver,Fuel,F,197439.0
2213,Ahmedabad,2013-12-23,Gold,Fuel,F,261156.0
2214,Ahmedabad,2015-03-15,Silver,Fuel,F,139117.0
2215,Bengaluru,2013-11-08,Silver,Fuel,F,186183.0
2216,Ahmedabad,2014-09-19,Gold,Fuel,F,103785.0
2217,Delhi,2014-01-04,Platinum,Fuel,F,229963.0
2218,Delhi,2014-06-16,Platinum,Fuel,F,140792.0
2219,Greater Mumbai,2013-12-19,Platinum,Fuel,M,168491.0
2220,Ahmedabad,2014-09-21,Signature,Fuel,M,90044.0
2221,Ahmedabad,2015-05-15,Gold,Fuel,M,41864.0
2222,Bengaluru,2013-12-25,Platinum,Fuel,F,119698.0
2223,Ahmedabad,2015-02-11,Signature,Fuel,M,91801.0
2224,Ahmedabad,2014-04-17,Platinum,Fuel,M,236441.0
2225,Bengaluru,2014-08-23,Silver,Fuel,F,204302.0
2226,Ahmedabad,2014-01-01,Signature,Fuel,F,158105.0
2227,Ahmedabad,2014-08-29,Signature,Fuel,F,168243.0
2228,Bengaluru,2015-05-26,Silver,Fuel,F,156063.0
2229,Ahmedabad,2014-08-28,Platinum,Fuel,M,181484.0
2230,Delhi,2014-11-25,Gold,Fuel,M,55599.0
2231,Ahmedabad,2014-11-19,Gold,Fuel,F,113845.0
2232,Ahmedabad,2013-10-18,Signature,Fuel,M,192720.0
2233,Greater Mumbai,2015-04-08,Platinum,Fuel,F,80703.0
2234,Bengaluru,2014-05-17,Platinum,Fuel,F,117597.0
2235,Bengaluru,2014-09-02,Signature,Fuel,M,219866.0
2236,Greater Mumbai,2013-11-10,Platinum,Fuel,M,233803.0
2237,Delhi,2014-11-24,Gold,Fuel,F,290070.0
2238,Bengaluru,2015-03-30,Gold,Fuel,M,230035.0
2239,Greater Mumbai,2014-01-02,Platinum,Fuel,M,16265.0
2240,Bengaluru,2014-01-03,Gold,Fuel,F,41795.0
2241,Bengaluru,2013-12-11,Signature,Fuel,F,64946.0
2242,Delhi,2014-01-28,Signature,Fuel,M,78468.0
2243,Delhi,2014-07-15,Platinum,Fuel,M,122327.0
2244,Delhi,2013-12-26,Platinum,Fuel,F,86834.0
2245,Delhi,2014-05-27,Gold,Fuel,M,246757.0
2246,Bengaluru,2015-05-14,Signature,Fuel,M,125896.0
2247,Greater Mumbai,2013-10-24,Platinum,Fuel,M,16449.0
2248,Bengaluru,2015-02-23,Signature,Fuel,M,19407.0
2249,Delhi,2014-07-14,Silver,Fuel,F,281265.0
2250,Greater Mumbai,2014-08-16,Signature,Fuel,F,229651.0
2251,Delhi,2015-05-05,Gold,Fuel,M,100755.0
2252,Bengaluru,2014-11-29,Signature,Fuel,M,185629.0
2253,Greater Mumbai,2014-09-03,Platinum,Fuel,F,196437.0
2254,Greater Mumbai,2015-03-14,Platinum,Fuel,M,286949.0
2255,Delhi,2014-02-21,Signature,Fuel,M,222878.0
2256,Delhi,2014-06-18,Platinum,Fuel,M,216353.0
2257,Ahmedabad,2015-05-22,Gold,Fuel,M,179707.0
2258,Bengaluru,2015-01-05,Platinum,Fuel,F,108213.0
2259,Ahmedabad,2014-01-01,Platinum,Fuel,M,54061.0
2260,Delhi,2013-10-15,Platinum,Fuel,F,47540.0
2261,Ahmedabad,2014-08-16,Silver,Fuel,F,249341.0
2262,Bengaluru,2013-10-31,Gold,Fuel,M,298183.0
2263,Ahmedabad,2014-04-27,Platinum,Fuel,M,185575.0
2264,Greater Mumbai,2013-11-16,Gold,Fuel,M,290188.0
2265,Bengaluru,2014-08-05,Platinum,Fuel,F,235625.0
2266,Bengaluru,2014-01-13,Signature,Fuel,M,201130.0
2267,Ahmedabad,2015-03-08,Silver,Fuel,F,221033.0
2268,Delhi,2014-08-26,Platinum,Fuel,F,225070.0
2269,Bengaluru,2015-05-20,Gold,Fuel,F,147453.0
2270,Bengaluru,2014-11-17,Silver,Fuel,F,75002.0
2271,Greater Mumbai,2014-07-18,Platinum,Fuel,F,231817.0
2272,Greater Mumbai,2014-06-28,Platinum,Fuel,M,210040.0
2273,Bengaluru,2013-12-13,Silver,Fuel,M,210293.0
2274,Greater Mumbai,2013-11-23,Platinum,Fuel,M,165819.0
2275,Bengaluru,2014-02-28,Gold,Fuel,F,103678.0
2276,Ahmedabad,2014-12-16,Platinum,Fuel,M,46663.0
2277,Delhi,2013-12-02,Signature,Fuel,M,2474.0
2278,Greater Mumbai,2014-08-07,Signature,Fuel,F,19188.0
2279,Ahmedabad,2014-02-22,Silver,Fuel,F,74489.0
2280,Delhi,2014-05-13,Signature,Fuel,M,181644.0
2281,Greater Mumbai,2014-10-06,Gold,Fuel,M,256383.0
2282,Ahmedabad,2015-01-24,Gold,Fuel,M,234503.0
2283,Greater Mumbai,2014-12-30,Gold,Fuel,F,166870.0
2284,Greater Mumbai,2015-01-21,Silver,Fuel,F,235773.0
2285,Greater Mumbai,2014-12-01,Silver,Fuel,F,46636.0
2286,Delhi,2014-03-16,Gold,Fuel,F,143243.0
2287,Ahmedabad,2014-10-30,Silver,Fuel,F,128825.0
2288,Ahmedabad,2014-06-06,Platinum,Fuel,M,233420.0
2289,Bengaluru,2014-04-23,Signature,Fuel,F,267669.0
2290,Ahmedabad,2015-03-24,Silver,Fuel,M,95139.0
2291,Ahmedabad,2015-04-30,Signature,Fuel,F,71921.0
2292,Ahmedabad,2015-03-11,Gold,Fuel,M,12617.0
2293,Ahmedabad,2015-03-17,Platinum,Fuel,F,284174.0
2294,Bengaluru,2014-02-13,Signature,Fuel,F,297629.0
2295,Bengaluru,2013-11-16,Signature,Fuel,F,137104.0
2296,Delhi,2014-03-01,Gold,Fuel,M,77287.0
2297,Ahmedabad,2014-09-15,Signature,Fuel,F,163745.0
2298,Greater Mumbai,2014-03-28,Gold,Fuel,F,259104.0
2299,Bengaluru,2013-10-31,Signature,Fuel,M,195879.0
2300,Ahmedabad,2014-09-24,Signature,Fuel,F,24203.0
2301,Greater Mumbai,2015-03-20,Platinum,Fuel,F,89595.0
2302,Ahmedabad,2014-11-12,Silver,Fuel,F,164609.0
2303,Bengaluru,2014-04-11,Signature,Fuel,F,227213.0
2304,Delhi,2014-01-09,Gold,Fuel,F,243847.0
2305,Ahmedabad,2014-09-10,Gold,Fuel,M,259656.0
2306,Ahmedabad,2014-09-28,Signature,Fuel,M,294353.0
2307,Greater Mumbai,2014-03-23,Platinum,Fuel,M,133872.0
2308,Delhi,2015-04-20,Silver,Fuel,M,72414.0
2309,Bengaluru,2014-03-06,Platinum,Fuel,M,5647.0
2310,Ahmedabad,2014-09-15,Platinum,Fuel,M,221481.0
2311,Ahmedabad,2015-01-09,Platinum,Fuel,M,157447.0
2312,Bengaluru,2014-10-26,Signature,Fuel,F,65914.0
2313,Ahmedabad,2014-06-10,Gold,Fuel,M,222170.0
2314,Ahmedabad,2014-04-30,Platinum,Fuel,F,83530.0
2315,Delhi,2015-02-06,Platinum,Fuel,F,124536.0
2316,Ahmedabad,2014-10-13,Gold,Fuel,F,1925.0
2317,Ahmedabad,2014-05-20,Signature,Fuel,F,56843.0
2318,Bengaluru,2014-05-24,Silver,Fuel,M,67914.0
2319,Ahmedabad,2014-07-05,Platinum,Fuel,M,290467.0
2320,Greater Mumbai,2014-05-24,Gold,Fuel,M,35275.0
2321,Greater Mumbai,2015-01-28,Signature,Fuel,F,93924.0
2322,Bengaluru,2014-08-28,Silver,Fuel,F,14532.0
2323,Ahmedabad,2014-05-12,Platinum,Fuel,M,294969.0
2324,Bengaluru,2014-11-09,Gold,Fuel,M,135079.0
2325,Greater Mumbai,2014-03-30,Gold,Fuel,M,83278.0
2326,Delhi,2014-04-15,Gold,Fuel,M,106343.0
2327,Delhi,2014-08-02,Signature,Fuel,M,145463.0
2328,Ahmedabad,2014-04-06,Signature,Fuel,M,55140.0
2329,Bengaluru,2013-10-13,Gold,Fuel,M,50515.0
2330,Delhi,2014-02-21,Signature,Fuel,F,207415.0
2331,Bengaluru,2014-05-21,Signature,Fuel,M,275146.0
2332,Ahmedabad,2015-05-20,Silver,Fuel,M,178406.0
2333,Ahmedabad,2014-10-06,Silver,Fuel,M,70229.0
2334,Bengaluru,2013-11-09,Signature,Fuel,F,217301.0
